비28 B28,서울시,강남구,강남구 청담동 88-2,010-3402-2828,False
트웰브 Twelve 청담,서울시,강남구,강남구 청담동 95-16,02-548-1201,False
바 데노체 Bar De Noche,서울시,강남구,강남구 신사동 510-11,02-545-4005,False
프래그릿 가로수길 Fragrit,서울시,강남구,강남구 신사동 551-14,02-545-0380,False
게스후 엘피바 Guess Who LP Bar,서울시,강남구,강남구 신사동 586,02-547-9063,False
Bar 서랍,서울시,강남구,강남구 신사동 613-9,010-3333-3484,False
바 마크스 Mark's,서울시,강남구,강남구 신사동 634-1,02-6295-3129,False
제이 앤 제이슨 J and Jason,서울시,강남구,강남구 신사동 656-25,010-6631-7053,False
바 샴 Sahm Bar,서울시,강남구,강남구 신사동 660-17,070-4125-6413,False
노터블 NOTABLE,서울시,강남구,강남구 신사동 660-17,070-4125-6413,False
쓰리 인 어 베드 Three in a bed,서울시,강남구,강남구 역삼동 601-29,02-557-9255,False
우리술 바 작 Zac,서울시,강남구,강남구 역삼동 640-11,02-501-2342,False
디볼루프 D.VOLUP,서울시,강남구,강남구 역삼동 678-15,02-558-1979,False
몰트코크 Malt Coke,서울시,강남구,강남구 역삼동 700-23,010-4334-9360,False
디깅 Diggin,서울시,강남구,강남구 역삼동 823-8,02-562-1014,False
몰트바 드램 Maltbar Dram,서울시,강남구,강남구 삼성동 5-1,02-3444-0808,False
루이스 Louis Bar 삼성동,서울시,강남구,강남구 삼성동 115-17,02-501-8887,False
식물원 282,서울시,강남구,강남구 삼성동 153-14,010 3121 6406,False
체 바 Che Bar,서울시,강남구,강남구 논현동 59-11,02-3445-5173,False
노 바 인 헤븐 No Bar In Heaven,서울시,강남구,강남구 논현동 161,070-7734-0045,False
모보 바 Mobo Bar,서울시,서초구,서초구 반포동 19-3,02-6282-6739,False
리빙턴소셜 Rivington Social,서울시,서초구,서초구 반포동 72-3,02-537-5528,False
컴파스 라운지 Compass Lounge,서울시,송파구,송파구 잠실동 198,010-6878-5053,False
엘피 바 마틸다 LP Bar Matilda,서울시,송파구,송파구 잠실본동 193-2,02-423-3629,False
루이스 Louis 방이점,서울시,송파구,송파구 방이동 49-20,02-420-5266,False
카페 루이 Café Louis 잠실점,서울시,송파구,송파구 송파동 8-13,02-420-7146,False
아미쿠스 Amicus,서울시,송파구,송파구 가락동 174-9,010-3135-1226,False
탐듀 바 Tamdhu Bar,서울시,송파구,송파구 문정동 333-4,02-2135-3838,False
불루문 Blue Moon,서울시,강동구,강동구 천호동 415-31,02-478-6102,False
칵테일 컴퍼니 Cocktail Company,서울시,영등포구,영등포구 영등포동 3가 4-7,010-9464-1369,False
테누토 TENUTO,서울시,영등포구,영등포구 여의도동 26,02-785-0066,False
몰트바 백경,서울시,영등포구,영등포구 여의도동 43-4,02-786-3226,False
씨에스 바 CS Bar,서울시,영등포구,영등포구 여의도동 44-12,010-8480-6414,False
미스터 제이슨 Mr.Jason Bar,서울시,영등포구,영등포구 여의도동 44-23,010-8767-5243,False
더 캐스크 THE CASK,서울시,영등포구,영등포구 여의도동 44-37,02-780-3226,False
벡 Beck,서울시,관악구,관악구 인헌동 1630-9,02-6015-1533,False
칠 Chill,서울시,관악구,관악구 봉천동 972-15,02-871-3737,False
혼자노는양,서울시,관악구,관악구 봉천동 1625-25,02-871-2789,False
미라보 Mirabeau,서울시,관악구,관악구 봉천동 1663-8,010-7292-7031,False
쉐라톤 서울 디큐브시티 호텔 라운지바,서울시,구로구,구로구 신도림동 360-51,02-2211-1740,False
온더월 On The Wall,서울시,강서구,강서구 마곡동 797-9,010-9087-0625,False
올드타임 Old Time,서울시,강서구,강서구 마곡동 795-2,010-5554-1604,False
스피크이지 몰타르 Speakeasy Mortar,서울시,용산구,용산구 한남동 29-4,,False
아시아 칵테일 클럽 Asia Cocktail Club,서울시,용산구,용산구 한남동 29-6,02-790-2960,False
앵커드 Anchored,서울시,용산구,용산구 한남동 32-28,1670-0872,False
옥스 바 OX Bar,서울시,용산구,용산구 한남동 68-21,02-797-5200,False
에이치 에비뉴 H avenue,서울시,용산구,용산구 한남동 261-6,02-3785-1105,False
27 Stairs,서울시,용산구,용산구 한남동 621-3,,False
버번 스트릿 Bourbon ST.,서울시,용산구,용산구 한남동 657-77,02-797-6578,False
카바레 1972 Cabare 1972,서울시,용산구,용산구 한남동 657-115,02-512-8321,False
한남시가 Hannam Cigar,서울시,용산구,용산구 한남동 657-144,02-749-3226,False
썰스티 썰스데이 Thirsty Thursday,서울시,용산구,용산구 한남동 765-27,02-797-7008,False
라즈무 파티오 Lazmoo Patio,서울시,용산구,용산구 이태원동 57-15,02-337-9337,False
버뮤다 트라이앵글 Bermuda Triangle,서울시,용산구,용산구 이태원동 116-22,02-749-0427,False
오르막 Orrmark,서울시,용산구,용산구 이태원동 224-89,010-3005-0341,False
노스트레스 온 더 앨리 No stress on the alley,서울시,용산구,용산구 이태원동 225-170,02-749-3483,False
42 래빗 42 Rabbit,서울시,용산구,용산구 이태원동 258-61,02-795-2766,False
번 인 할 Burn in Hal,서울시,용산구,용산구 이태원동 305-7,02-794-8077,False
바 딥 Bar Deep,서울시,용산구,용산구 이태원동 671,,False
바버스 조인트 Barbers Joint,서울시,용산구,용산구 보광동 265-376,010-3243-9844,False
돈 패닉 Don't Panic,서울시,용산구,용산구 보광동 265-985,,False
모어 댄 위스키 More than whisky 해방촌,서울시,용산구,용산구 용산동2가 5-758,010-9253-1163,False
라 마밋 La Marmite,서울시,용산구,용산구 용산동2가 5-767,,False
프래그릿 Fraglit 해방촌,서울시,용산구,용산구 용산동2가 5-1608,010-2593-0380,False
올드 나이브스 Olde Knives 해방촌,서울시,용산구,용산구 용산동2가 27-5,010-7534-1982,False
트웰브 Twelve 해방촌,서울시,용산구,용산구 용산동2가 45-1,02-796-9693,False
바 오리올 Bar Oriole,서울시,용산구,용산구 후암동 406-57,010-8436-7995,False
클래식바 빈 Bar Bin,서울시,마포구,마포구 염리동 174-14,02-706-1781,False
발린치 Valinch,서울시,마포구,마포구 공덕동 256-30,02-702-5929,False
팩토리 엠 Factory M,서울시,마포구,마포구 공덕동 476,02-337-7117,False
세가프레도 Segafredo Cafe & Bar,서울시,마포구,마포구 도화동 25-13,02-2197-5052,False
마띠아 바자르,서울시,마포구,마포구 도화동 184-10,,False
빠바다 Bar bar da,서울시,마포구,마포구 합정동 382-16,02-325-1624,False
웨어하우스 Warehouse,서울시,마포구,마포구 상수동 93-104,010-8242-6411,False
위드램 WEEDRAM,서울시,마포구,마포구 상수동 325-2,02-583-0077,False
살롱 판타즈마 Salon Phantasma,서울시,마포구,마포구 상수동 330-15,070-4405-8562,False
스윗제인 Sweet Jane,서울시,마포구,마포구 상수동 334-15,070-4214-0607,False
잇드링크앤비메리 Eat Drink & Be Merry,서울시,마포구,마포구 상수동 336-17,010-6202-0382,False
더 비이스트로 The Beastro,서울시,마포구,마포구 서교동 358-32,02-334-2500,False
티플러 Tippler,서울시,마포구,마포구 서교동 358-42,02-323-5944,False
달 바 Dal,서울시,마포구,마포구 서교동 396-27,02-324-9440,False
팩토리 The Factory,서울시,마포구,마포구 서교동 402-13,02-337-3133,False
제로타임 Zerotime,서울시,마포구,마포구 서교동 403-4,02-332-3109,False
로빈스 스퀘어 Robin's Square,서울시,마포구,마포구 서교동 407-1,02-6085-6421,False
더라이온스덴 The Lion's Den 서교,서울시,마포구,마포구 서교동 408-17,02-333-1136,False
아퀴노 Aquino,서울시,마포구,마포구 서교동 475-15,02-6080-5385,False
하이드아웃 Hide Out,서울시,마포구,마포구 당산동3가 133,010-8896-5357,False
바 스톤에이지 Bar Stoneage,서울시,마포구,마포구 창전동 5-4,02-3144-6689,False
헤이븐 Haven,서울시,마포구,마포구 신수동 81-63,070-4127-3355,False
앤젤스 쉐어 Angels Share,서울시,마포구,마포구 동교동 148-12,02-3143-0180,False
SILL,서울시,마포구,마포구 동교동 188-33,,False
탐구하는 생활,서울시,마포구,마포구 성산동 242-16,070-4111-0157,False
바 1925 Bar 1925,서울시,마포구,마포구 성산동 242-16,070-8865-1925,False
더 비 The B,서울시,마포구,마포구 연남동 229-56,02-336-0900,False
허니홀 Honey Hall,서울시,마포구,마포구 연남동 255-17,02-335-2046,False
바 올드 패션드 Bar Old Fashioned,서울시,마포구,마포구 연남동 385-1,010-4143-2180,False
바 플랫폼 Bar Platform,서울시,마포구,마포구 연남동 387-13,070-4006-6915,False
케이바 K Lee Bar,서울시,마포구,마포구 연남동 566-19,,False
소피 몰트 앤 와인 Sophie Malt & Wind,서울시,마포구,마포구 연남동 566-60,,False
책 바 Chaeg Bar,서울시,서대문구,서대문구 연희동 188-71,02-6449-5858,False
모어 댄 위스키 More than whisky 신촌,서울시,서대문구,서대문구 창천동 70-46,010-6379-6002,False
바 반칙,서울시,서대문구,서대문구 창천동 72-23,010-2687-2397,False
티지바 Tizzy bar,서울시,은평구,은평구 역촌동 1-45,02-352-8822,False
뭄바 Moomba,서울시,중구,중구 태평로 1가 84,02-3783-0005,False
더 드로잉 룸 The Drawing Room,서울시,중구,중구 소공동 1,02-6959-4500,False
조선호텔 라운지 Lounge,서울시,중구,중구 소공동 87,02-771-0500,False
르 캬바레 시떼 Le Cabaret Cite,서울시,중구,중구 소공로 119,02-310-7400,False
마크 다모르 Marque d'Amour,서울시,중구,중구 회현동1가 194-19,02-317-4004,False
보버 라운지 Bover Lounge,서울시,중구,중구 회현동2가 88,02-6020-5755,False
바 숙희 熟喜 Bar SookHee,서울시,중구,중구 수표동 56-22,010-2978-7950,False
바501 BAR501,서울시,중구,중구 서소문동 53-1,02-755-2846,False
포시즌 호텔 챨스 에이치 Charles H.,서울시,종로구,종로구 당주동 29,02-6388-5000,False
텐더바 Tender Bar,서울시,종로구,종로구 내자동 98,02-733-8343,False
참 바 Cham Bar,서울시,종로구,종로구 통인동 135-5,02-6402-4750,False
더 글렌코 The Glenco,서울시,종로구,종로구 동숭동 201-18,02-6082-8858,False
더 글렌코 The Glenco,서울시,종로구,종로구 동숭동 201-18,02-6082-8858,False
믹스 앤 몰트 Mix & Malt,서울시,종로구,종로구 창경궁로 29길 3,02-765-5945,False
합스카치 Hopscotch 광화문,서울시,종로구,종로구 통의동 27,02-722-0145,False
소호 17번지,서울시,종로구,종로구 명륜4가 85-7,02-747-8570,False
블루바 Blue Bar & Café,서울시,광진구,광진구 화양동 48-1,02-3114-2084,False
다운템포 DownTempo,서울시,중랑구,중랑구 망우동 516-15,,False
낫 심플 Not Simple,서울시,강북구,강북구 수유동 188-2,010-7727-6583,False
엠바 M bar,서울시,강북구,강북구 수유3동 191-76,02-994-7797,False
더 바 102 The Bar 102,서울시,도봉구,도봉구 방학동683-15,,False
언코르크 Uncork,경기도,성남시,성남시 수정구 창곡동 554-4,010-3157-6227,False
모멘토 The Momento,경기도,성남시,성남시 분당구 정자동 165-1,031-603-4481,False
글로리 Glory,경기도,성남시,성남시 분당구 정자동 166-2,0507-1308-2181,False
OUNCE 28.35,경기도,성남시,성남시 분당구 정자동 174-1,031-713-2835,False
스튜디오 지구,경기도,성남시,성남시 분당구 삼평동 670,031-628-1000,False
디 엣지 The Edge Pub & Dining,경기도,성남시,성남시 분당구 야탑동 361-13,031-703-2692,False
소마 SOMA,경기도,성남시,성남시 분당구 삼평동 670,010-8330-0999,False
타겟 바 Target Bar,경기도,성남시,성남시 분당구 구미동 30,031-712-4916,False
땡스 위스키 Thanks Whisky,경기도,성남시,성남시 분당구 금곡동 147,031-716-3551,False
씩스 어클락 6 o'clock,경기도,부천시,부천시 소사구 괴안동 113-1,010-9088-8772,False
시크릿 바 Secret Bar,경기도,안양시,안양시 동안구 관양동 1604-4,031-388-7454,False
케빈스 캐빈 Kevin's Cabin,경기도,안양시,안양시 동안구 비산동 1112-1,031-381-2806,False
바 체이서 Bar Chaser,경기도,안양시,동안구 호계동 1047-6,031-381-1223,False
플랜트 Plant,경기도,수원시,수원시 영통구 원천동 25-10,010-8985-8938,False
리즈 Leads,경기도,고양시,고양시 일산동구 장항동 853-1,010 5894 8133,False
돈 킬 마이 바이브 Don't Kill My Vibe,부산시,해운대구,해운대구 우동 532-22,070-7612-5019,False
