르 챔버 Le Chamber,서울시,강남구,강남구 청담동 83-4,02-6337-2014,True
바 티 센트 Bar Tea Scent,서울시,강남구,강남구 청담동 83-12,02-6052-6579,True
라이온스 덴 Lion's Den 청담,서울시,강남구,강남구 청담동 84-11,02-512-1136,True
바 루팡 Bar Lupin,서울시,강남구,강남구 청담동 84-18,02-511-8418,True
앨리스 청담 Alice Cheongdam,서울시,강남구,강남구 청담동 84-20,02-511-8420,True
카이포라 Caipora,서울시,강남구,강남구 청담동 84-24,02-544-4389,True
미스터 칠드런 Mr.Childern,서울시,강남구,강남구 청담동 84-25,010 7793 8425,True
스틸 STILL,서울시,강남구,강남구 청담동 85-7,02-547-2016,True
키퍼스 Keeper's,서울시,강남구,강남구 청담동 87-9,02-549-9992,True
레솔베르 Resolver,서울시,강남구,강남구 청담동 88-29,02-3446-5546,True
하이 엔드 High End,서울시,강남구,강남구 청담동 89-6,02-6956-864,True
바 하우스 House,서울시,강남구,강남구 청담동 89-6,010 3241 7456,True
벨 뷰 Belle Vue,서울시,강남구,강남구 청담동 91-3,010-7394-8388,True
화이트 바 White Bar,서울시,강남구,강남구 청담동 93-14,02-6207-7429,True
볼트+82 Vault +82,서울시,강남구,강남구 청담동 95-15,02-544-9234,True
셜록 Sherlock,서울시,강남구,강남구 청담동 117-38,070-8885-0221,True
더 부즈 청담 The Booze,서울시,강남구,강남구 청담동 121-30,02-547-8002,True
디청담 The Cheongdam,서울시,강남구,강남구 청담동 125-24,02-6240-9300,True
노마드 Nomad,서울시,강남구,강남구 청담동 128-3,02-511-1283,True
카사 델 비노 Casa del Vino,서울시,강남구,강남구 청담동 141-13,02-542-8003,True
리아 라운지 LIA Lounge,서울시,강남구,강남구 청담동 3,02-6480-8955,True
메이트 재즈 Mate Jazz,서울시,강남구,강남구 청담동 19-36,070-8899-3030,True
믹솔로지 The Mixology,서울시,강남구,강남구 청담동 22-14,02-511-8214,True
복싱 타이거 Boxing Tiger,서울시,강남구,강남구 신사동 510-3,02-540-2399,True
바 챕터 원 Bar Chapter One,서울시,강남구,강남구 신사동 525-19,02-543-0308,True
타스 바 Tass Bar,서울시,강남구,강남구 신사동 526-3,02-517-3029,True
몽리 라운지 Monlit Lounge,서울시,강남구,강남구 신사동 529-6,070-7740-3789,True
타라 Tara,서울시,강남구,강남구 신사동 539,02-544-9587,True
빌라레코드 Villarecords,서울시,강남구,강남구 신사동 540,02-703-6070,True
노퍼블릭 하우스 NoPublic Haus,서울시,강남구,강남구 신사동 545-1,02-540-3714,True
페타테 Petate,서울시,강남구,강남구 신사동 546-20,02-516-3342,True
하이볼가든 Highball Garden,서울시,강남구,강남구 신사동 552-3,070-8886-4636,True
안다즈 호텔,서울시,강남구,강남구 신사동 603,02-2193-1234,True
파복스 Pavox Bar 신사,서울시,강남구,강남구 신사동 563-18,010-9750-4259,True
알렉스 네스트 Alec's Nest,서울시,강남구,강남구 신사동 572-4,02-544-0150,True
바 머스크 Bar Musk,서울시,강남구,강남구 신사동 630-21,02-543-6321,True
플랜비 Plan B Bar,서울시,강남구,강남구 신사동 663-15,010-4158-4695,True
폴 스타 Pole Star,서울시,강남구,강남구 신사동 648-14,02-514-3450,True
미스터 사이몬바 Mr.Saimon Bar,서울시,강남구,강남구 신사동 655-7,02-3445-6108,True
클라시코 Classico,서울시,강남구,강남구 신사동 657-13,010-3704-7896,True
바 정크 Bar Junk,서울시,강남구,강남구 신사동 665-12,02-548-2083,True
세이버리 Bar Savory,서울시,강남구,강남구 역삼동 637-29,070-4115-8668,True
머큐어 호텔 루프탑 클라우드 Rooftop KLOUD,서울시,강남구,강남구 역삼동 642,02-2050-6035,True
마릴린 Marilyn,서울시,강남구,강남구 역삼동 667-16,02-6207-0460,True
커피바케이 Coffee Bar K 역삼,서울시,강남구,강남구 역삼동 675-3,02-516-1970,True
델라마노 BAR DELA MANO,서울시,강남구,강남구 역삼동 690-10,070-7778-6476,True
바 어글리 Bar Ugly,서울시,강남구,강남구 역삼동 816-4,02-501-4222,True
파복스 Pavox Bar 강남,서울시,강남구,강남구 역삼동 817-10,010-9750-4259,True
원가바 강남,서울시,강남구,강남구 역삼동 818-7,010-9590-7332,True
타로맨스 Taromance,서울시,강남구,강남구 역삼동 835-33,010-4983-9410,True
몰트바 오프 Maltbar Off,서울시,강남구,강남구 삼성동 9-7,02-516-6201,True
L7 Hotel 강남 플로팅 라운지 Floating Lounge,서울시,강남구,강남구 삼성동 142-41,02-2011-1041,True
삼성리 그랜드살롱,서울시,강남구,강남구 삼성동 148-9,010-5725-0200,True
더 트리하우스 The Tree House,서울시,강남구,강남구 삼성동 148-13,02-556-2017,True
몰트바 배럴 Maltbar Barrel,서울시,강남구,강남구 삼성동 151-29,02-568-2589,True
타이거 래어 Tiger Lair Seoul,서울시,강남구,강남구 삼성동 152,010-8896-9710,True
붓처스컷 The Butcher's Cut 삼성,서울시,강남구,강남구 삼성동 158-10,02-318-0973,True
인터컨티넨탈 서울 코엑스 스카이 라운지,서울시,강남구,강남구 삼성동 159,02-3452-2500,True
그랜드 인터컨티넨탈 로비 라운지 & 바,서울시,강남구,강남구 삼성동 159-8,02-555-5656,True
블라스트 BLAST,서울시,강남구,강남구 논현동 74,02-517-8833,True
임바이브 Imbibe,서울시,강남구,강남구 논현동 143-9,02-6951-2880,True
장생 건강원,서울시,강남구,강남구 논현동 145-12,070-7543-1077,True
파크하얏트 팀버하우스 바 Timberhouse,서울시,강남구,강남구 대치동 995-14,02-2016-1291,True
티 앤 푸르프 Tea and Proof,서울시,강남구,강남구 도곡동 454,02-577-0515,True
바 크로스비 Bar Crosby,서울시,서초구,서초구 양재동 93-7,02-576-7754,True
메리어트 호텔 바 루즈 Bar Rouge,서울시,서초구,서초구 반포동 19-3,02-6282-6262,True
노이 84 Noy 84,서울시,서초구,서초구 반포동 92-4,070-7778-6334,True
리퀴드 소울 Liquid Soul 서래마을,서울시,서초구,서초구 반포동 92-15,02-533-9215,True
베스퍼 Vesper,서울시,서초구,서초구 반포동 94-17,02-595-7124,True
틈 TEUM Bar 서래마을,서울시,서초구,서초구 반포4동 97-4,02-534-7774,True
엘피바 제플린 LP BAR Zeppelin,서울시,서초구,서초구 서초동 1302-45,02-532-9727,True
로프트 강남 Loft Gangnam,서울시,서초구,서초구 서초동 1327-29,02-522-9888,True
코트룸 CourtRoom,서울시,서초구,서초구 서초동 1557-17,02-585-9888,True
바 코난 Bar Conan,서울시,송파구,송파구 잠실동 187-15,02-3431-6039,True
판테라 Pantera,서울시,송파구,송파구 잠실동 200-6,02-419-4949,True
비바 라 비다 더 뮤지엄 Viva La Vida The Museum,서울시,송파구,송파구 잠실동 208-3,010-5150-1124,True
바 다빈치 Bar Davinci,서울시,송파구,송파구 방이동 36-7,02-420-6042,True
코코 라운지 Co Co Lounge,서울시,송파구,송파구 방이동 36-16,02-413-4100,True
라이언하트 Lion Heart,서울시,송파구,송파구 송파동 31-2,02-6413-9080,True
몰트앤모어 Malt & More,서울시,송파구,송파구 가락동 18-15,010-2985-8876,True
인썸니아 Insomnia,서울시,송파구,송파구 문정동 652-4,02-6956-0511,True
바람 바 Baram Bar,서울시,강동구,강동구 성내동 157-1,02-484-4417,True
블랙바 여의도 Black Bar Yeodo,서울시,영등포구,영등포구 여의도동 17-5,02-6671-7429,True
콘래드호텔 37 Grill & Bar,서울시,영등포구,영등포구 여의도동 23-1,02-6137-7000,True
마르셀 Marcel,서울시,영등포구,영등포구 여의도동 28-3,070-4179-7509,True
요츠 바 Yots Bar,서울시,영등포구,영등포구 여의도동 44-14,02-863-5455,True
글렌우드 GlenWood,서울시,영등포구,영등포구 여의도동 44-27,02-780-6243,True
무정형 無定形,서울시,영등포구,영등포구 문래동4가 6-3,010-5096-4430,True
로프트호텔 브릭스 Loft Hotel Brix,서울시,영등포구,영등포구 선유동2로 72,02-2068-7765,True
헬리콘 바 Helicon Bar,서울시,영등포구,영등포구 양평동2가 33-28,02-2636-5747,True
테일 오브 테일스 Tale of Tales,서울시,관악구,관악구 행운동 1675-20,070-8867-6957,True
오드비 Eau De Vie,서울시,관악구,관악구 봉천동 1612-2,010-2697-2306,True
제리 바 Jerry Bar,서울시,관악구,관악구 봉천동 1612-16,070-4212-1290,True
소람 Soram,서울시,동작구,동작구 사당동 1019-17,02-522-6987,True
Pub n Bar 공사중,서울시,구로구,구로구 구로3동 1124-58,02-855-8266,True
바 오피움 Bar Opium,서울시,양천구,양천구 목동 406-72,010-6654-5626,True
알콜트리 Alcohol Tree,서울시,양천구,양천구 목동 406-227,02-2642-3012,True
더 웨스트 햄릿 The West Hamlet,서울시,강서구,강서구 방화동 562-38,02-2665-6238,True
파파진구 PaPa Jingu,서울시,강서구,강서구 등촌동 647-35,02-3661-4960,True
더 부즈 한남 The Booze,서울시,용산구,용산구 한남동 31-5,02-797-8002,True
오센틱 바 소코 Authentic Bar SOKO,서울시,용산구,용산구 한남동 31-13,010-9471-4486,True
한남 리커 에이징 하우스 Hannam Liquor Aging House,서울시,용산구,용산구 한남동 68-20,02-790-7280,True
반 라운지 Bar N Lounge,서울시,용산구,용산구 한남동 68-20,02-793-0818,True
마일스톤 Mile Stone,서울시,용산구,용산구 한남동 263-10,02-797-1136,True
바 바로크 Bar Baroque,서울시,용산구,용산구 한남동 522-1,02-794-5503,True
소하 라운지 SOHA Lounge,서울시,용산구,용산구 한남동 653-94,02-792-5055,True
블라인드 피그 Blind Pig,서울시,용산구,용산구 한남동 638-5,010-9000-0502,True
와이낫 Why Not,서울시,용산구,용산구 한남동 657-160,010-9287-3226,True
푸시풋 살룬 Pussyfoot Saloon,서울시,용산구,용산구 한남동 657-189,02-792-5945,True
마이너스 Miners,서울시,용산구,용산구 한남동 657-204,02-796-2111,True
바 히든 Bar Hedon,서울시,용산구,용산구 한남동 684-88,,True
몽키 숄더 Monkey Shoulder,서울시,용산구,용산구 한남동 738-7,070-4157-5414,True
그랜드하얏트 호텔 파리스 바 Paris Bar,서울시,용산구,용산구 한남동 747-7,02-799-8361,True
더 버뮤다 The Bermuda,서울시,용산구,용산구 이태원동 34-50,02-749-9447,True
트웰브 체어 Twelve Chair,서울시,용산구,용산구 이태원동 66-2,010-7117-9602,True
라누베 La Nube,서울시,용산구,용산구 이태원동 72-22,02-797-0951,True
아파트 Apt Seoul,서울시,용산구,용산구 이태원동 97-10,070-7789-9710,True
로드 Lord,서울시,용산구,용산구 이태원동 116-7,010-9696-7951,True
반창고 Bandage Bar,서울시,용산구,용산구 이태원동 224-1,070-7724-1001,True
프래그릿 Fraglit 경리단,서울시,용산구,용산구 이태원동 225-61,,True
트웰브 Twelve 경리단,서울시,용산구,용산구 이태원동 278-8,02-3785-2413,True
사우스사이드팔러 Southside Parlor,서울시,용산구,용산구 이태원동 527,02-749-9522,True
헬카페 스피리터스 Hellcafe Spiritus,서울시,용산구,용산구 이촌동 300-23,,True
백룸 Back Room,서울시,용산구,용산구 원효로 1가 43-13,010-7510-0400,True
THE 26,서울시,용산구,용산구 한강로3가 40-969,02-2223-7323,True
니트 바 Neat Bar,서울시,마포구,마포구 도화동 334-3,02-706-4124,True
포체어스 Four Chairs,서울시,마포구,마포구 도화동 538,070-8899-3304,True
리슨 Listen,서울시,마포구,마포구 합정동 354-17,010-5220-0928,True
하이네스 카페바 HIGHNESS CAFE BAR,서울시,마포구,마포구 합정동 368-32,,True
바 페더 Bar Feather,서울시,마포구,마포구 상수동 311-7,010-2522-4048,True
바 상수리 Bar Sangsuri,서울시,마포구,마포구 상수동 324-9,010-4380-1818,True
더 채리엇 THE CHARIOT,서울시,마포구,마포구 상수동 330-21,02-336-0327,True
리틀빅 Little Big,서울시,마포구,마포구 서교동 330-46,010-9533-8204,True
사이드 노트 클럽 Side Note Club,서울시,마포구,마포구 서교동 354-5,02-330-7900,True
바 리튬 Bar lithium,서울시,마포구,마포구 서교동 361-9,02-334-8868,True
바 다 Bar다,서울시,마포구,마포구 서교동 365-12,02-337-1818,True
루프탑 G,서울시,마포구,마포구 서교동 369-4,02-6403-0201,True
디스틸 d.still,서울시,마포구,마포구 서교동 410-3,02-337-7560,True
깃털,서울시,마포구,마포구 동교동 153-11,070-4090-1162,True
히피히피 셰이크 Hippy Hippy Shake,서울시,마포구,마포구 동교동 154-1,02-338-6809,True
L7 Hotel 홍대 플로팅 라운지 Floating Lounge,서울시,마포구,마포구 동교동 160-5,,True
연남마실,서울시,마포구,마포구 연남동 454-11,070-7527-6590,True
