리슨 Listen,서울시,마포구,마포구 합정동 354-17,010-5220-0928,True
하이네스 카페바 HIGHNESS CAFE BAR,서울시,마포구,마포구 합정동 368-32,nan,True
빠바다 Bar bar da,서울시,마포구,마포구 합정동 382-16,02-325-1624,False
웨어하우스 Warehouse,서울시,마포구,마포구 상수동 93-104,010-8242-6411,False
바 페더 Bar Feather,서울시,마포구,마포구 상수동 311-7,010-2522-4048,True
바 상수리 Bar Sangsuri,서울시,마포구,마포구 상수동 324-9,010-4380-1818,True
위드램 WEEDRAM,서울시,마포구,마포구 상수동 325-2,02-583-0077,False
살롱 판타즈마 Salon Phantasma,서울시,마포구,마포구 상수동 330-15,070-4405-8562,False
더 채리엇 THE CHARIOT,서울시,마포구,마포구 상수동 330-21,02-336-0327,True
스윗제인 Sweet Jane,서울시,마포구,마포구 상수동 334-15,070-4214-0607,False
잇드링크앤비메리 Eat Drink & Be Merry,서울시,마포구,마포구 상수동 336-17,010-6202-0382,False
리틀빅 Little Big,서울시,마포구,마포구 서교동 330-46,010-9533-8204,True
사이드 노트 클럽 Side Note Club,서울시,마포구,마포구 서교동 354-5,02-330-7900,True
더 비이스트로 The Beastro,서울시,마포구,마포구 서교동 358-32,02-334-2500,False
티플러 Tippler,서울시,마포구,마포구 서교동 358-42,02-323-5944,False
바 리튬 Bar lithium,서울시,마포구,마포구 서교동 361-9,02-334-8868,True
바 다 Bar다,서울시,마포구,마포구 서교동 365-12,02-337-1818,True
루프탑 G,서울시,마포구,마포구 서교동 369-4,02-6403-0201,True
달 바 Dal,서울시,마포구,마포구 서교동 396-27,02-324-9440,False
팩토리 The Factory,서울시,마포구,마포구 서교동 402-13,02-337-3133,False
