장생 건강원,서울시,강남구,강남구 논현동 145-12,070-7543-1077
노 바 인 헤븐 No Bar In Heaven,서울시,강남구,강남구 논현동 161,070-7734-0045
파크하얏트 팀버하우스 바 Timberhouse,서울시,강남구,강남구 대치동 995-14,02-2016-1291
티 앤 푸르프 Tea and Proof,서울시,강남구,강남구 도곡동 454,02-577-0515
바 크로스비 Bar Crosby,서울시,서초구,서초구 양재동 93-7,02-576-7754
메리어트 호텔 바 루즈 Bar Rouge,서울시,서초구,서초구 반포동 19-3,02-6282-6262
모보 바 Mobo Bar,서울시,서초구,서초구 반포동 19-3,02-6282-6739
리빙턴소셜 Rivington Social,서울시,서초구,서초구 반포동 72-3,02-537-5528
,,,,
노이 84 Noy 84,서울시,서초구,서초구 반포동 92-4,070-7778-6334
리퀴드 소울 Liquid Soul 서래마을,서울시,서초구,서초구 반포동 92-15,02-533-9215
베스퍼 Vesper,서울시,서초구,서초구 반포동 94-17,02-595-7124
틈 TEUM Bar 서래마을,서울시,서초구,서초구 반포4동 97-4,02-534-7774
엘피바 제플린 LP BAR Zeppelin,서울시,서초구,서초구 서초동 1302-45,02-532-9727
로프트 강남 Loft Gangnam,서울시,서초구,서초구 서초동 1327-29,02-522-9888
코트룸 CourtRoom,서울시,서초구,서초구 서초동 1557-17,02-585-9888
바 코난 Bar Conan,서울시,송파구,송파구 잠실동 187-15,02-3431-6039
컴파스 라운지 Compass Lounge,서울시,송파구,송파구 잠실동 198,010-6878-5053
판테라 Pantera,서울시,송파구,송파구 잠실동 200-6,02-419-4949
비바 라 비다 더 뮤지엄 Viva La Vida The Museum,서울시,송파구,송파구 잠실동 208-3,010-5150-1124
